Long/Short,Short/Long,Flat
0.5818802714347839,0.4889640212059021,0.5688736438751221
0.727372407913208,0.6223078370094299,0.7191891670227051
0.8162407279014587,0.7008380889892578,0.8170408010482788
0.859237790107727,0.7441496253013611,0.8703158497810364
0.8865820169448853,0.7719307541847229,0.8998252749443054
0.9113266468048096,0.7962949275970459,0.9213074445724487
0.9323263168334961,0.818467915058136,0.9406332969665527
0.9482690095901489,0.836884617805481,0.9555190205574036
0.9616605639457703,0.8526332378387451,0.9665153622627258
0.9730979204177856,0.8658511638641357,0.9752817749977112
0.9794408082962036,0.8756539821624756,0.9792779684066772
0.985346257686615,0.8849598169326782,0.9829412698745728
0.9912509918212891,0.8942652344703674,0.9866041541099548
0.9962324500083923,0.903559148311615,0.9901565909385681
1.000220537185669,0.9124789237976074,0.9935232996940613
1.0039502382278442,0.92116379737854,0.9968169331550598
1.0076799392700195,0.9298484921455383,1.0001102685928345
1.0114096403121948,0.9385335445404053,1.003403663635254
1.0151394605636597,0.9472181797027588,1.0066967010498047
1.0188690423965454,0.955903172492981,1.0099899768829346
1.0225987434387207,0.9645879864692688,1.013283610343933
1.026328682899475,0.9732726812362671,1.0165770053863525
1.0300583839416504,0.981958270072937,1.0198699235916138
1.0337879657745361,0.990642249584198,1.0231634378433228
1.0375174283981323,0.9993276000022888,1.0264568328857422
1.0412472486495972,1.0080121755599976,1.0297495126724243
1.044976830482483,1.0166970491409302,1.0330430269241333
1.0487070083618164,1.0253818035125732,1.0363365411758423
1.052436351776123,1.0340665578842163,1.039629578590393
1.0561662912368774,1.0427510738372803,1.0429229736328125
1.059895634651184,1.0514360666275024,1.0462169647216797
1.063625693321228,1.060120701789856,1.0495094060897827
1.0673555135726929,1.0688059329986572,1.0528032779693604
1.0710852146148682,1.0774905681610107,1.056096076965332
1.074815273284912,1.086175799369812,1.0593897104263306
1.0785443782806396,1.0948600769042969,1.062682867050171
1.0822741985321045,1.103546142578125,1.0659761428833008
1.0860041379928589,1.1122300624847412,1.0692695379257202
1.0897339582443237,1.1209145784378052,1.07256281375885
1.09346342086792,1.1295995712280273,1.0758557319641113
1.0971935987472534,1.1382848024368286,1.0791490077972412
1.1009230613708496,1.1469695568084717,1.082443118095398
1.104652762413025,1.1556543111801147,1.085736632347107
1.1083823442459106,1.1643399000167847,1.0890296697616577
1.1121116876602173,1.173024296760559,1.092322587966919
1.1158409118652344,1.1817084550857544,1.0956159830093384
1.119571328163147,1.190394401550293,1.0989091396331787
1.1233007907867432,1.1990783214569092,1.1022024154663086
1.1270310878753662,1.2077628374099731,1.1054959297180176
1.130760908126831,1.216448187828064,1.1087894439697266
1.1344897747039795,1.2251332998275757,1.1120824813842773
1.1382197141647339,1.2338179349899292,1.1153758764266968
1.141950011253357,1.2425025701522827,1.1186692714691162
1.145678997039795,1.2511879205703735,1.121962308883667
1.1494091749191284,1.2598724365234375,1.1252562999725342
1.153138518333435,1.2685580253601074,1.1285490989685059
1.156868577003479,1.2772421836853027,1.1318423748016357
1.1605985164642334,1.285927176475525,1.1351354122161865
1.164327621459961,1.2946122884750366,1.1384289264678955
1.168057918548584,1.3032963275909424,1.1417224407196045
1.1717875003814697,1.3119810819625854,1.1450157165527344
1.1755173206329346,1.3206669092178345,1.1483087539672852
1.1792470216751099,1.3293513059616089,1.1516022682189941
